uf,municipio,ibge,bairro,cep_inicio,cep_fim,qtd_ceps
RJ,Rio de Janeiro,3304557,Cachambi,20770-460,20785-295,86
RJ,Rio de Janeiro,3304557,Cacuia,21921-000,21932-340,46
RJ,Rio de Janeiro,3304557,Caju,20930-390,20932-580,138
RJ,Rio de Janeiro,3304557,Camorim,22783-040,22783-900,13
RJ,Rio de Janeiro,3304557,Campinho,21310-360,21341-790,34
RJ,Rio de Janeiro,3304557,Campo dos Afonsos,21740-001,21740-970,8
RJ,Rio de Janeiro,3304557,Campo Grande,23013-090,23098-630,2623
RJ,Rio de Janeiro,3304557,Cascadura,21310-290,21381-376,93
RJ,Rio de Janeiro,3304557,Catete,22211-200,22221-971,24
RJ,Rio de Janeiro,3304557,Catumbi,20211-280,20251-971,45
RJ,Rio de Janeiro,3304557,Cavalcanti,21370-190,21381-500,40
RJ,Rio de Janeiro,3304557,Centro,20010-000,20241-900,598
RJ,Rio de Janeiro,3304557,Cidade de Deus,22763-011,22775-804,307
RJ,Rio de Janeiro,3304557,Cidade Nova,20202-900,20299-999,142
RJ,Rio de Janeiro,3304557,Cidade Universitária,21941-591,21942-959,68
RJ,Rio de Janeiro,3304557,Cocotá,21910-004,21921-549,30
RJ,Rio de Janeiro,3304557,Coelho Neto,21510-104,21545-475,86
RJ,Rio de Janeiro,3304557,Colégio,21235-270,21545-470,95
RJ,Rio de Janeiro,3304557,Copacabana,22010-000,22290-120,188
RJ,Rio de Janeiro,3304557,Cordovil,21010-120,21250-972,115
RJ,Rio de Janeiro,3304557,Cosme Velho,22241-060,22241-900,31
RJ,Rio de Janeiro,3304557,Cosmos,23056-070,23587-660,379
RJ,Rio de Janeiro,3304557,Costa Barros,21512-245,21655-820,159
RJ,Rio de Janeiro,3304557,Curicica,22710-000,22985-901,255
RJ,Rio de Janeiro,3304557,Del Castilho,20760-005,21051-901,73
RJ,Rio de Janeiro,3304557,Dendê,21921-770,21922-500,28
RJ,Rio de Janeiro,3304557,Deodoro,21610-211,21675-260,109
RJ,Rio de Janeiro,3304557,Dumas,23550-001,23550-700,8
RJ,Rio de Janeiro,3304557,Encantado,20730-020,20756-130,31
RJ,Rio de Janeiro,3304557,Engenheiro Leal,21350-040,21381-380,31
RJ,Rio de Janeiro,3304557,Engenho da Rainha,20761-040,20766-900,64
RJ,Rio de Janeiro,3304557,Engenho de Dentro,20720-000,20771-305,129
RJ,Rio de Janeiro,3304557,Engenho Novo,20710-003,20961-901,149
RJ,Rio de Janeiro,3304557,Estácio,20211-015,20260-970,70
RJ,Rio de Janeiro,3304557,Flamengo,22210-030,22250-903,53
RJ,Rio de Janeiro,3304557,Freguesia,21910-002,22770-630,355
RJ,Rio de Janeiro,3304557,Galeão,21931-560,21949-900,115
RJ,Rio de Janeiro,3304557,Gamboa,20220-141,20221-900,64
RJ,Rio de Janeiro,3304557,Gardênia Azul,22763-619,22765-970,87
RJ,Rio de Janeiro,3304557,Gávea,22430-150,22610-320,66
RJ,Rio de Janeiro,3304557,Glória,20021-030,22211-230,30
RJ,Rio de Janeiro,3304557,Grajaú,20540-002,20561-280,88
RJ,Rio de Janeiro,3304557,Grumari,22790-872,23020-839,9
RJ,Rio de Janeiro,3304557,Guadalupe,21655-780,21675-690,217
RJ,Rio de Janeiro,3304557,Guarabu,21921-390,21922-720,15
RJ,Rio de Janeiro,3304557,Guaratiba,23020-000,23069-650,901
RJ,Rio de Janeiro,3304557,Higienópolis,21050-410,21061-720,77
RJ,Rio de Janeiro,3304557,Honório Gurgel,21511-010,21675-640,68
RJ,Rio de Janeiro,3304557,Humaitá,22260-160,22271-080,41
RJ,Rio de Janeiro,3304557,Inhaúma,20760-090,21062-150,247
RJ,Rio de Janeiro,3304557,Inhoaíba,23055-240,23073-714,491
RJ,Rio de Janeiro,3304557,Ipanema,22071-110,22430-020,76
RJ,Rio de Janeiro,3304557,Irajá,21220-310,21371-620,288
RJ,Rio de Janeiro,3304557,Itacolomi,21941-001,21941-569,14
RJ,Rio de Janeiro,3304557,Itanhangá,22641-002,22753-845,171
RJ,Rio de Janeiro,3304557,Jacaré,20785-090,20975-210,216
RJ,Rio de Janeiro,3304557,Jacarepaguá,22713-201,22783-520,409
RJ,Rio de Janeiro,3304557,Jacarezinho,20970-040,21050-453,24
RJ,Rio de Janeiro,3304557,Jardim América,21240-002,21241-470,83
RJ,Rio de Janeiro,3304557,Jardim Botânico,22261-070,22470-180,77
RJ,Rio de Janeiro,3304557,Jardim Carioca,21902-710,21931-972,106
RJ,Rio de Janeiro,3304557,Jardim Guanabara,21931-010,21941-830,154
RJ,Rio de Janeiro,3304557,Jardim Sulacap,21740-020,22725-020,115
RJ,Rio de Janeiro,3304557,Joá,22610-090,22611-180,16
RJ,Rio de Janeiro,3304557,Lagoa,22071-050,22471-340,60
RJ,Rio de Janeiro,3304557,Laranjeiras,22221-070,22245-150,71
RJ,Rio de Janeiro,3304557,Leblon,22430-030,22450-210,97
RJ,Rio de Janeiro,3304557,Leme,22010-010,22010-122,13
RJ,Rio de Janeiro,3304557,Lins de Vasconcelos,20710-000,20725-270,60
RJ,Rio de Janeiro,3304557,Madureira,21310-010,21370-030,195
RJ,Rio de Janeiro,3304557,Magalhães Bastos,21610-640,21750-550,133
RJ,Rio de Janeiro,3304557,Mangueira,20910-260,20950-900,117
RJ,Rio de Janeiro,3304557,Manguinhos,20970-710,21060-070,104
RJ,Rio de Janeiro,3304557,Maracanã,20270-002,20550-907,78
RJ,Rio de Janeiro,3304557,Maré,21042-000,21046-730,230
RJ,Rio de Janeiro,3304557,Marechal Hermes,21331-009,21675-660,173
RJ,Rio de Janeiro,3304557,Maria da Graça,20785-060,21050-650,51
RJ,Rio de Janeiro,3304557,Méier,20710-005,20780-970,116
RJ,Rio de Janeiro,3304557,Moneró,21920-260,21920-465,17
RJ,Rio de Janeiro,3304557,Nossa Senhora das Graças,21930-000,21932-430,40
RJ,Rio de Janeiro,3304557,Olaria,21021-010,21073-460,185
RJ,Rio de Janeiro,3304557,Oswaldo Cruz,21310-000,21550-320,104
RJ,Rio de Janeiro,3304557,Paciência,23060-371,23598-570,615
RJ,Rio de Janeiro,3304557,Padre Miguel,21715-270,21875-971,361
RJ,Rio de Janeiro,3304557,Paquetá,20396-000,20397-970,66
RJ,Rio de Janeiro,3304557,Parada de Lucas,21010-000,21250-732,160
RJ,Rio de Janeiro,3304557,Parque Anchieta,21620-000,21635-470,119
RJ,Rio de Janeiro,3304557,Parque Colúmbia,21535-100,21535-903,28
RJ,Rio de Janeiro,3304557,Pavuna,21510-640,21721-565,373
RJ,Rio de Janeiro,3304557,Pechincha,22740-010,22770-600,125
RJ,Rio de Janeiro,3304557,Pedra de Guaratiba,23025-000,23028-810,145
RJ,Rio de Janeiro,3304557,Penha,21011-400,21072-820,283
RJ,Rio de Janeiro,3304557,Penha Circular,21011-000,21221-260,207
RJ,Rio de Janeiro,3304557,Piedade,20740-170,21381-470,117
RJ,Rio de Janeiro,3304557,Pilares,20750-010,21050-900,117
RJ,Rio de Janeiro,3304557,Pitangueiras,21930-005,21932-420,28
RJ,Rio de Janeiro,3304557,Portuguesa,21920-340,21932-884,127
RJ,Rio de Janeiro,3304557,Praça da Bandeira,20210-005,20271-330,44
RJ,Rio de Janeiro,3304557,Praça Seca,21320-000,22733-970,123
RJ,Rio de Janeiro,3304557,Praia da Bandeira,21910-380,21921-970,14
RJ,Rio de Janeiro,3304557,Quintino Bocaiúva,20740-000,21381-490,85
RJ,Rio de Janeiro,3304557,Ramos,21021-520,21072-670,307
RJ,Rio de Janeiro,3304557,Realengo,21710-000,21775-790,741
RJ,Rio de Janeiro,3304557,Recreio dos Bandeirantes,22785-220,22795-870,418
RJ,Rio de Janeiro,3304557,Riachuelo,20950-050,20970-120,29
RJ,Rio de Janeiro,3304557,Ribeira,21930-007,21930-970,22
RJ,Rio de Janeiro,3304557,Ricardo de Albuquerque,21620-020,21675-160,124
RJ,Rio de Janeiro,3304557,Rio Comprido,20211-430,20270-135,129
RJ,Rio de Janeiro,3304557,Rocha,20950-005,20975-005,30
RJ,Rio de Janeiro,3304557,Rocha Miranda,21510-002,21555-060,149
RJ,Rio de Janeiro,3304557,Rocinha,22451-267,22451-730,62
RJ,Rio de Janeiro,3304557,Sampaio,20950-060,20970-600,25
RJ,Rio de Janeiro,3304557,Santa Cruz,23065-630,23595-560,1631
RJ,Rio de Janeiro,3304557,Santa Teresa,20230-000,22241-380,131
RJ,Rio de Janeiro,3304557,Santíssimo,23010-000,23098-588,325
RJ,Rio de Janeiro,3304557,Santo Cristo,20210-071,20221-902,92
RJ,Rio de Janeiro,3304557,São Conrado,22450-221,22610-901,48
RJ,Rio de Janeiro,3304557,São Cristóvão,20910-000,20942-959,302
RJ,Rio de Janeiro,3304557,São Francisco Xavier,20550-017,20960-970,16
RJ,Rio de Janeiro,3304557,Saúde,20080-040,20221-903,45
RJ,Rio de Janeiro,3304557,Senador Camará,21820-090,23010-620,585
RJ,Rio de Janeiro,3304557,Senador Vasconcelos,23010-001,23085-540,241
RJ,Rio de Janeiro,3304557,Sepetiba,23525-167,23548-244,733
RJ,Rio de Janeiro,3304557,Tanque,22723-625,22775-806,132
RJ,Rio de Janeiro,3304557,Taquara,22710-005,22775-908,628
RJ,Rio de Janeiro,3304557,Tauá,21910-070,21922-420,116
RJ,Rio de Janeiro,3304557,Tijuca,20260-140,20550-970,376
RJ,Rio de Janeiro,3304557,Todos os Santos,20720-090,20775-010,34
RJ,Rio de Janeiro,3304557,Tomás Coelho,20750-320,21381-515,40
RJ,Rio de Janeiro,3304557,Tubiacanga,21931-000,21932-810,46
RJ,Rio de Janeiro,3304557,Turiaçu,21351-190,21550-140,61
RJ,Rio de Janeiro,3304557,Urca,22290-177,22291-220,43
RJ,Rio de Janeiro,3304557,Vargem Grande,22783-200,22790-876,89
RJ,Rio de Janeiro,3304557,Vargem Pequena,22783-000,22785-065,90
RJ,Rio de Janeiro,3304557,Vasco da Gama,20920-470,20930-003,17
RJ,Rio de Janeiro,3304557,Vaz Lobo,21360-460,21371-570,44
RJ,Rio de Janeiro,3304557,Vicente de Carvalho,21210-000,21371-590,57
RJ,Rio de Janeiro,3304557,Vidigal,22450-220,22452-780,100
RJ,Rio de Janeiro,3304557,Vigário Geral,21010-340,21250-722,142
RJ,Rio de Janeiro,3304557,Vila da Penha,21210-030,21221-490,88
RJ,Rio de Janeiro,3304557,Vila Isabel,20511-100,20560-970,162
RJ,Rio de Janeiro,3304557,Vila Kosmos,21210-010,21221-480,50
RJ,Rio de Janeiro,3304557,Vila Militar,21610-710,21750-001,60
RJ,Rio de Janeiro,3304557,Vila Valqueire,21321-230,21740-010,128
RJ,Rio de Janeiro,3304557,Vista Alegre,21230-351,21250-002,54
RJ,Rio de Janeiro,3304557,Zumbi,21930-150,21930-610,14
RJ,Santa Maria Madalena,3304607,Centro,28770-959,28779-970,7
RJ,Santo Antônio de Pádua,3304706,Boa Nova,28470-973,28470-973,1
RJ,Santo Antônio de Pádua,3304706,Campelo,28483-970,28483-970,1
RJ,Santo Antônio de Pádua,3304706,Centro,28470-959,28490-970,9
RJ,Santo Antônio de Pádua,3304706,Santa Luzia,28480-971,28480-971,1
RJ,Santo Antônio de Pádua,3304706,São Pedro de Alcântara,28470-972,28470-972,1
RJ,São Fidélis,3304805,Cambiasca,28425-970,28425-970,1
RJ,São Fidélis,3304805,Centro,28400-959,28415-971,6
RJ,São Fidélis,3304805,Colônia,28420-970,28420-970,1
RJ,São Fidélis,3304805,Ernesto Machado,28400-971,28400-971,1
RJ,São Fidélis,3304805,Valão dos Milagres,28400-972,28400-972,1
RJ,São Francisco de Itabapoana,3304755,Amontoado Brejo Grande,28230-971,28230-971,1
RJ,São Francisco de Itabapoana,3304755,Barra do Itabapoana,28230-980,28230-980,1
RJ,São Francisco de Itabapoana,3304755,Batelão da Barra,28245-970,28245-970,1
RJ,São Francisco de Itabapoana,3304755,Buena,28230-972,28230-972,1
RJ,São Francisco de Itabapoana,3304755,Centro,28230-959,28230-970,2
RJ,São Francisco de Itabapoana,3304755,Estreito,28230-983,28230-983,1
RJ,São Francisco de Itabapoana,3304755,Floresta,28230-985,28230-985,1
RJ,São Francisco de Itabapoana,3304755,Gargau,28230-973,28230-973,1
RJ,São Francisco de Itabapoana,3304755,Guaxindiba,28230-974,28230-974,1
RJ,São Francisco de Itabapoana,3304755,Imburi,28230-981,28230-981,1
RJ,São Francisco de Itabapoana,3304755,Ponto de Cacimbas,28230-976,28230-976,1
RJ,São Francisco de Itabapoana,3304755,Praça João Pessoa,28230-977,28230-977,1
RJ,São Francisco de Itabapoana,3304755,Praia de Santa Clara,28230-978,28230-978,1
RJ,São Francisco de Itabapoana,3304755,Praia dos Sonhos,28230-982,28230-982,1
RJ,São Francisco de Itabapoana,3304755,Santa Luzia,28230-975,28230-975,1
RJ,São Francisco de Itabapoana,3304755,Santa Rita,28230-984,28230-984,1
RJ,São Francisco de Itabapoana,3304755,Travessão da Barra,28230-979,28230-979,1
RJ,São Gonçalo,3304904,Alcântara,24450-570,24750-275,89
RJ,São Gonçalo,3304904,Almerinda,24740-003,24743-130,53
RJ,São Gonçalo,3304904,Amendoeira,24720-375,24746-790,113
RJ,São Gonçalo,3304904,Anaia Grande,24737-547,24745-555,3
RJ,São Gonçalo,3304904,Anaia Pequeno,24741-135,24751-820,41
RJ,São Gonçalo,3304904,Antonina,24445-080,24455-970,46
RJ,São Gonçalo,3304904,Área Rural de São Gonçalo,24799-899,24799-899,1
RJ,São Gonçalo,3304904,Arrastão,24751-406,24751-419,8
RJ,São Gonçalo,3304904,Arsenal,24737-860,24755-580,86
RJ,São Gonçalo,3304904,Barracão,24723-265,24736-770,39
RJ,São Gonçalo,3304904,Barro Vermelho,24412-240,24420-050,96
RJ,São Gonçalo,3304904,Boa Vista,24460-055,24466-970,85
RJ,São Gonçalo,3304904,Boaçu,24460-230,24470-240,120
RJ,São Gonçalo,3304904,Bom Retiro,24722-007,24726-515,59
RJ,São Gonçalo,3304904,Brasilândia,24440-490,24465-520,54
RJ,São Gonçalo,3304904,Camarão,24435-030,24436-820,22
RJ,São Gonçalo,3304904,Centro,24421-004,24465-256,71
RJ,São Gonçalo,3304904,Coelho,24740-001,24746-805,172
RJ,São Gonçalo,3304904,Colubande,24422-160,24750-240,209
RJ,São Gonçalo,3304904,Covanca,24411-140,24425-680,39
RJ,São Gonçalo,3304904,Eliane,24737-475,24738-522,9
RJ,São Gonçalo,3304904,Engenho do Roçado,24752-008,24753-210,21
RJ,São Gonçalo,3304904,Engenho Pequeno,24411-530,24422-645,91
RJ,São Gonçalo,3304904,Estrela do Norte,24445-530,24450-001,27
RJ,São Gonçalo,3304904,Fazenda dos Mineiros,24472-330,24472-440,8
RJ,São Gonçalo,3304904,Galo Branco,24420-130,24422-640,89
RJ,São Gonçalo,3304904,Gebara,24727-006,24727-063,21
RJ,São Gonçalo,3304904,Gradim,24430-380,24431-610,96
RJ,São Gonçalo,3304904,Guaxindiba,24721-270,24726-395,105
RJ,São Gonçalo,3304904,Iêda,24737-630,24738-782,6
RJ,São Gonçalo,3304904,Ipiíba,24733-130,24755-590,68
RJ,São Gonçalo,3304904,Itaoca,24470-136,24473-182,182
RJ,São Gonçalo,3304904,Itaúna,24412-407,24645-000,330
RJ,São Gonçalo,3304904,Jardim Alcântara,24710-150,24710-340,23
RJ,São Gonçalo,3304904,Jardim Catarina,24715-051,24717-610,374
RJ,São Gonçalo,3304904,Jardim Fluminense,24451-720,24451-845,20
RJ,São Gonçalo,3304904,Jardim Independência,24742-320,24743-540,5
RJ,São Gonçalo,3304904,Jardim Nova República,24745-000,24745-755,32
RJ,São Gonçalo,3304904,Jóquei Clube,24738-755,24751-760,117
RJ,São Gonçalo,3304904,Lagoinha,24720-380,24737-330,15
RJ,São Gonçalo,3304904,Laranjal,24711-200,24737-310,90
RJ,São Gonçalo,3304904,Largo da Idéia,24723-660,24723-700,3
RJ,São Gonçalo,3304904,Lindo Parque,24420-000,24420-330,28
RJ,São Gonçalo,3304904,Luiz Caçador,24474-340,24474-460,9
RJ,São Gonçalo,3304904,Mangueira,24435-190,24435-970,23
RJ,São Gonçalo,3304904,Marambaia,24722-380,24727-319,81
RJ,São Gonçalo,3304904,Maria Paula,24750-100,24756-700,92
RJ,São Gonçalo,3304904,Miriambi,24720-415,24737-400,29
RJ,São Gonçalo,3304904,Monjolos,24722-120,24734-375,113
RJ,São Gonçalo,3304904,Morro do Castro,24410-490,24410-535,12
RJ,São Gonçalo,3304904,Mutondo,24422-630,24452-165,81
RJ,São Gonçalo,3304904,Mutuá,24460-000,24461-826,95
RJ,São Gonçalo,3304904,Mutuaguaçu,24461-130,24461-840,14
RJ,São Gonçalo,3304904,Mutuapira,24455-170,24461-815,43
RJ,São Gonçalo,3304904,Neves,24410-020,24426-350,115
RJ,São Gonçalo,3304904,Nossa Senhora da Paz,24455-250,24461-410,2
RJ,São Gonçalo,3304904,Nova Cidade,24450-210,24474-280,93
RJ,São Gonçalo,3304904,Nova Grécia,24750-460,24750-460,1
RJ,São Gonçalo,3304904,Novo México,24750-045,24754-470,23
RJ,São Gonçalo,3304904,Pacheco,24723-355,24736-810,186
RJ,São Gonçalo,3304904,Palmeiras,24472-470,24475-360,46
RJ,São Gonçalo,3304904,Parada 40,24435-090,24435-180,12
RJ,São Gonçalo,3304904,Paraíso,24425-490,24431-580,55
RJ,São Gonçalo,3304904,Parque São Sebastião,24745-185,24745-185,1
RJ,São Gonçalo,3304904,Patronato,24431-635,24436-570,25
RJ,São Gonçalo,3304904,Pião,24450-010,24455-520,5
RJ,São Gonçalo,3304904,Pita,24412-000,24417-095,49
RJ,São Gonçalo,3304904,Portão do Rosa,24421-485,24472-230,8
RJ,São Gonçalo,3304904,Porto da Madama,24426-525,24430-370,38
RJ,São Gonçalo,3304904,Porto da Pedra,24435-010,24466-255,69
RJ,São Gonçalo,3304904,Porto do Rosa,24457-485,24472-240,127
RJ,São Gonçalo,3304904,Porto Novo,24431-620,24436-610,110
RJ,São Gonçalo,3304904,Porto Velho,24425-240,24430-498,87
RJ,São Gonçalo,3304904,Raul Veiga,24710-480,24740-270,45
RJ,São Gonçalo,3304904,Retiro do Alcântara,24741-530,24743-819,21
RJ,São Gonçalo,3304904,Rio do Ouro,24723-115,24756-670,142
RJ,São Gonçalo,3304904,Rocha,24420-220,24422-510,131
RJ,São Gonçalo,3304904,Sacramento,24723-385,24738-720,123
RJ,São Gonçalo,3304904,Salgueiro,24473-460,24475-220,35
RJ,São Gonçalo,3304904,Santa Anita,24754-535,24754-550,2
RJ,São Gonçalo,3304904,Santa Bárbara,24750-840,24750-841,2
RJ,São Gonçalo,3304904,Santa Catarina,24412-270,24420-100,59
RJ,São Gonçalo,3304904,Santa Isabel,24730-001,24778-510,358
RJ,São Gonçalo,3304904,Santa Luzia,24721-040,24726-350,81
RJ,São Gonçalo,3304904,São Miguel,24445-075,24461-070,35
RJ,São Gonçalo,3304904,Sete Pontes,24410-270,24420-040,61
RJ,São Gonçalo,3304904,Tenente Jardim,24410-260,24416-250,31
RJ,São Gonçalo,3304904,Tiradentes,24732-140,24732-180,2
RJ,São Gonçalo,3304904,Tribobó,24744-325,24756-620,176
RJ,São Gonçalo,3304904,Trindade,24455-510,24751-310,174
RJ,São Gonçalo,3304904,Várzea das Moças,24753-450,24753-560,9
RJ,São Gonçalo,3304904,Venda da Cruz,24410-000,24411-115,40
RJ,São Gonçalo,3304904,Vila Candoza,24740-142,24740-143,2
RJ,São Gonçalo,3304904,Vila Iara,24465-016,24466-530,12
RJ,São Gonçalo,3304904,Vila Lage,24415-000,24426-380,23
RJ,São Gonçalo,3304904,Vila Três,24711-030,24720-600,8
RJ,São Gonçalo,3304904,Vista Alegre,24722-070,24736-760,130
RJ,São Gonçalo,3304904,Zé Garoto,24435-530,24440-971,56
RJ,São Gonçalo,3304904,Zumbi,24411-150,24411-500,18
RJ,São João da Barra,3305000,Água Preta,28225-970,28225-970,1
RJ,São João da Barra,3305000,Atafona,28200-971,28200-971,1
RJ,São João da Barra,3305000,Cajueiro,28200-973,28200-973,1
RJ,São João da Barra,3305000,Centro,28200-959,28220-970,3
RJ,São João da Barra,3305000,Grussaí,28200-974,28200-974,1
RJ,São João da Barra,3305000,Pipeiras,28225-972,28225-972,1
RJ,São João da Barra,3305000,Praia do Açu,28200-972,28200-972,1
RJ,São João da Barra,3305000,Sabonete,28225-971,28225-971,1
RJ,São João de Meriti,3305109,Agostinho Porto,25510-012,25555-410,93
RJ,São João de Meriti,3305109,Área Rural de São João de Meriti,25599-899,25599-899,1
RJ,São João de Meriti,3305109,Barão do Rio Branco,25555-202,25555-202,1
RJ,São João de Meriti,3305109,Centro,25510-000,25575-822,174
RJ,São João de Meriti,3305109,Coelho da Rocha,25540-231,25560-310,121
RJ,São João de Meriti,3305109,Éden,25525-500,25545-351,127
RJ,São João de Meriti,3305109,Engenheiro Belford,25520-020,25520-831,51
RJ,São João de Meriti,3305109,Farrula,25550-710,25550-720,3
RJ,São João de Meriti,3305109,Fonte Carioca,25565-490,25565-611,2
RJ,São João de Meriti,3305109,Grande Rio,25540-000,25540-150,18
RJ,São João de Meriti,3305109,Indiara,25530-311,25535-260,6
RJ,São João de Meriti,3305109,Itapuã,25525-160,25525-160,1
RJ,São João de Meriti,3305109,Jardim Alegria,25570-620,25571-030,17
RJ,São João de Meriti,3305109,Jardim Botânico,25575-001,25576-250,15
RJ,São João de Meriti,3305109,Jardim Fátima,25570-002,25570-730,4
RJ,São João de Meriti,3305109,Jardim Íris,25575-614,25580-130,16
RJ,São João de Meriti,3305109,Jardim José Bonifácio,25510-331,25586-970,66
RJ,São João de Meriti,3305109,Jardim Jurema,25580-163,25581-260,12
RJ,São João de Meriti,3305109,Jardim Jurujuba,25575-620,25575-620,1
RJ,São João de Meriti,3305109,Jardim Limoeiro,25575-240,25575-470,7
RJ,São João de Meriti,3305109,Jardim Meriti,25510-300,25599-900,101
RJ,São João de Meriti,3305109,Jardim Metrópole,25571-040,25575-701,84
RJ,São João de Meriti,3305109,Jardim Nova Califórnia,25571-250,25571-330,6
RJ,São João de Meriti,3305109,Jardim Noya,25561-211,25571-105,11
RJ,São João de Meriti,3305109,Jardim Olavo Bilac,25570-202,25580-720,28
RJ,São João de Meriti,3305109,Jardim Paraíso,25570-370,25571-145,14
RJ,São João de Meriti,3305109,Jardim Santa Rosa,25570-393,25570-466,14
RJ,São João de Meriti,3305109,Jardim Santo Antônio,25580-010,25581-220,33
RJ,São João de Meriti,3305109,Jardim Sumaré,25575-270,25580-491,20
RJ,São João de Meriti,3305109,Lar Fluminense,25550-320,25550-490,7
RJ,São João de Meriti,3305109,Parque Alian,25550-201,25550-530,12
RJ,São João de Meriti,3305109,Parque Analândia,25585-021,25586-130,43
RJ,São João de Meriti,3305109,Parque Araruama,25585-001,25585-610,32
RJ,São João de Meriti,3305109,Parque Barreto,25565-003,25581-350,43
RJ,São João de Meriti,3305109,Parque Cruz Alta,25560-351,25561-400,11
RJ,São João de Meriti,3305109,Parque Elisabeth,25565-520,25565-600,9
RJ,São João de Meriti,3305109,Parque Juriti,25585-030,25585-087,8
RJ,São João de Meriti,3305109,Parque Novo Rio,25580-245,25586-110,35
RJ,São João de Meriti,3305109,Parque Regina,25580-162,25580-620,11
RJ,São João de Meriti,3305109,Parque Santana,25581-080,25586-105,5
RJ,São João de Meriti,3305109,Parque São Judas Tadeu,25540-191,25540-453,15
RJ,São João de Meriti,3305109,Parque São Nicolau,25525-650,25530-680,46
RJ,São João de Meriti,3305109,Parque São Roque,25585-570,25585-570,2
RJ,São João de Meriti,3305109,Parque Siqueira,25530-240,25530-250,2
RJ,São João de Meriti,3305109,Parque Teles de Menezes,25580-360,25581-320,7
RJ,São João de Meriti,3305109,Parque Tietê,25580-510,25586-180,25
RJ,São João de Meriti,3305109,Parque Vitória,25580-322,25580-380,12
RJ,São João de Meriti,3305109,São Mateus,25520-000,25535-150,66
RJ,São João de Meriti,3305109,Sítio dos Gansos,25570-391,25570-841,10
RJ,São João de Meriti,3305109,Tomazinho,25525-400,25530-715,85
RJ,São João de Meriti,3305109,Trezentos,25580-151,25581-050,17
RJ,São João de Meriti,3305109,Vale da Simpatia,25565-140,25565-460,4
RJ,São João de Meriti,3305109,Venda Velha,25565-500,25581-340,20
RJ,São João de Meriti,3305109,Vila Andorinhas,25570-237,25576-100,11
RJ,São João de Meriti,3305109,Vila Colúmbia,25575-481,25575-681,11
RJ,São João de Meriti,3305109,Vila Dias Lopes,25570-520,25570-542,5
RJ,São João de Meriti,3305109,Vila dos Araújos,25570-673,25570-673,1
RJ,São João de Meriti,3305109,Vila dos Guedes,25571-000,25571-031,4
RJ,São João de Meriti,3305109,Vila Fluminense,25571-360,25571-380,4
RJ,São João de Meriti,3305109,Vila Gentil,25570-192,25570-192,1
RJ,São João de Meriti,3305109,Vila Humaitá,25530-031,25530-031,1
RJ,São João de Meriti,3305109,Vila Jurandir,25525-295,25545-481,15
RJ,São João de Meriti,3305109,Vila Laís,25580-810,25581-001,3
RJ,São João de Meriti,3305109,Vila Mercúrio,25570-550,25570-565,4
RJ,São João de Meriti,3305109,Vila Nadir,25570-250,25570-672,5
RJ,São João de Meriti,3305109,Vila Norma,25535-100,25535-500,29
RJ,São João de Meriti,3305109,Vila Nossa Senhora Aparecida,25570-671,25570-671,1
RJ,São João de Meriti,3305109,Vila Nossa Senhora de Fátima,25575-330,25575-401,4
RJ,São João de Meriti,3305109,Vila Rosali,25510-010,25555-371,64
RJ,São João de Meriti,3305109,Vila Santa Rita,25565-612,25565-612,1
RJ,São João de Meriti,3305109,Vila São João,25560-300,25576-140,155
RJ,São João de Meriti,3305109,Vila Saudade,25570-811,25575-520,7
RJ,São João de Meriti,3305109,Vila Tiradentes,25520-540,25545-440,41
RJ,São João de Meriti,3305109,Vila Vênus,25570-674,25570-681,2
RJ,São João de Meriti,3305109,Vila Zulmira,25540-001,25545-090,25
RJ,São João de Meriti,3305109,Vilar dos Teles,25550-500,25580-041,211
RJ,São João de Meriti,3305109,Vilar Formoso,25550-600,25576-025,7
RJ,São José de Ubá,3305133,Centro,28455-959,28455-970,2
RJ,São José do Vale do Rio Preto,3305158,Centro,25780-959,25780-970,2
RJ,São Pedro da Aldeia,3305208,Alecrim,28944-530,28944-970,25
RJ,São Pedro da Aldeia,3305208,Alecrim,28940-979,28940-979,1
RJ,São Pedro da Aldeia,3305208,Área Rural de São Pedro da Aldeia,28949-899,28949-899,1
RJ,São Pedro da Aldeia,3305208,Baixo Grande,28943-220,28943-970,45
RJ,São Pedro da Aldeia,3305208,Baixo Grande,28940-972,28940-972,1
RJ,São Pedro da Aldeia,3305208,Baleia,28940-090,28940-135,17
RJ,São Pedro da Aldeia,3305208,Balneário das Conchas,28949-160,28949-464,82
RJ,São Pedro da Aldeia,3305208,Balneário São Pedro,28948-700,28949-006,101
RJ,São Pedro da Aldeia,3305208,Base Aero Naval,28944-000,28944-056,29
RJ,São Pedro da Aldeia,3305208,Bela Vista,28941-310,28941-338,15
RJ,São Pedro da Aldeia,3305208,Boa Vista,28941-430,28941-562,33
RJ,São Pedro da Aldeia,3305208,Boqueirão,28940-210,28940-285,27
RJ,São Pedro da Aldeia,3305208,Botafogo,28945-420,28945-682,22
RJ,São Pedro da Aldeia,3305208,Campo Redondo,28942-150,28942-970,98
RJ,São Pedro da Aldeia,3305208,Centro,28941-040,28941-970,73
RJ,São Pedro da Aldeia,3305208,Colina,28942-680,28942-755,27
RJ,São Pedro da Aldeia,3305208,Cruz,28946-060,28946-195,4
RJ,São Pedro da Aldeia,3305208,Estação,28941-180,28941-248,35
